tension,data,,,,,,,,,
20,60.0555,45.9730,29.5786,26.6291,26.1453,27.7149,29.8712,27.1462,25.5561,24.2432
25,106.8196,68.3085,62.4585,52.1014,46.1055,38.2392,34.9007,30.9765,30.5127,28.8534
30,75.4336,58.5855,41.8329,47.8201,40.9211,42.2617,38.0463,39.1162,38.0539,37.4534
