CMDLINE /home/blueman69/anaconda3/envs/dataSc/bin/python3.7 main.py
MEM 9601.875000 1655727309.9668
MEM 9608.625000 1655727310.0674
MEM 9615.125000 1655727310.1681
MEM 9621.625000 1655727310.2688
MEM 9628.125000 1655727310.3694
MEM 9634.875000 1655727310.4701
MEM 9641.375000 1655727310.5707
MEM 9648.125000 1655727310.6714
MEM 9654.625000 1655727310.7720
MEM 9661.125000 1655727310.8727
MEM 9667.625000 1655727310.9728
MEM 9674.125000 1655727311.0735
MEM 9680.875000 1655727311.1741
MEM 9687.375000 1655727311.2748
MEM 9693.875000 1655727311.3754
MEM 9700.375000 1655727311.4761
MEM 9707.125000 1655727311.5768
MEM 9713.625000 1655727311.6774
MEM 9720.125000 1655727311.7781
MEM 9726.875000 1655727311.8787
MEM 9733.375000 1655727311.9794
MEM 9740.125000 1655727312.0800
MEM 9746.625000 1655727312.1807
MEM 9753.375000 1655727312.2813
MEM 9759.875000 1655727312.3820
MEM 9766.375000 1655727312.4826
MEM 9773.125000 1655727312.5833
MEM 9779.625000 1655727312.6839
MEM 9786.375000 1655727312.7845
MEM 9792.875000 1655727312.8848
MEM 9799.375000 1655727312.9855
MEM 9806.125000 1655727313.0861
MEM 9812.625000 1655727313.1868
MEM 9819.375000 1655727313.2874
MEM 9825.875000 1655727313.3881
MEM 9832.375000 1655727313.4887
MEM 9839.125000 1655727313.5894
MEM 9878.023438 1655727313.6900
MEM 9878.023438 1655727313.7907
MEM 9878.394531 1655727313.8914
MEM 9878.394531 1655727313.9920
MEM 9878.394531 1655727314.0927
MEM 9881.144531 1655727314.1933
MEM 9887.644531 1655727314.2940
MEM 9894.394531 1655727314.3946
MEM 9900.894531 1655727314.4953
FUNC src.combinedModel.restoreTraces 395.3164 1655727241.3819 397.6289 1655727241.4447 0
FUNC src.combinedModel.restoreLoadSamples 397.6289 1655727241.4448 7200.4062 1655727315.2268 0
