CMDLINE /home/blueman69/anaconda3/envs/dataSc/bin/python main.py
MEM 121.109375 1657731053.2820
MEM 121.367188 1657731053.3825
MEM 121.882812 1657731053.4829
MEM 122.398438 1657731053.5834
MEM 122.914062 1657731053.6839
MEM 123.171875 1657731053.7842
MEM 123.171875 1657731053.8847
MEM 123.429688 1657731053.9851
MEM 123.429688 1657731054.0856
MEM 123.687500 1657731054.1861
MEM 124.203125 1657731054.2866
MEM 124.460938 1657731054.3869
MEM 124.589844 1657731054.4873
MEM 124.597656 1657731054.5877
MEM 124.628906 1657731054.6882
MEM 124.632812 1657731054.7886
MEM 124.632812 1657731054.8890
MEM 125.195312 1657731054.9894
MEM 125.195312 1657731055.0899
MEM 125.574219 1657731055.1904
MEM 125.609375 1657731055.2909
MEM 125.609375 1657731055.3914
MEM 125.851562 1657731055.4918
MEM 126.566406 1657731055.5924
MEM 126.925781 1657731055.6927
MEM 127.039062 1657731055.7932
MEM 127.082031 1657731055.8937
MEM 127.296875 1657731055.9941
MEM 127.855469 1657731056.0946
MEM 127.925781 1657731056.1954
MEM 127.925781 1657731056.2959
MEM 128.785156 1657731056.3963
MEM 128.785156 1657731056.4968
MEM 129.171875 1657731056.5974
MEM 129.171875 1657731056.6979
MEM 129.355469 1657731056.7982
MEM 129.515625 1657731056.8986
MEM 129.699219 1657731056.9992
MEM 130.566406 1657731057.0995
MEM 131.023438 1657731057.2000
MEM 131.484375 1657731057.3005
MEM 131.484375 1657731057.4010
MEM 132.503906 1657731057.5015
MEM 132.644531 1657731057.6019
MEM 132.804688 1657731057.7024
MEM 132.804688 1657731057.8028
MEM 133.070312 1657731057.9034
MEM 133.207031 1657731058.0039
MEM 133.644531 1657731058.1045
MEM 134.367188 1657731058.2048
MEM 134.367188 1657731058.3053
MEM 134.792969 1657731058.4058
MEM 134.851562 1657731058.5061
MEM 135.726562 1657731058.6066
MEM 136.132812 1657731058.7074
MEM 136.234375 1657731058.8079
MEM 136.460938 1657731058.9086
MEM 136.769531 1657731059.0091
MEM 136.941406 1657731059.1095
MEM 137.535156 1657731059.2099
MEM 137.621094 1657731059.3104
MEM 138.316406 1657731059.4109
MEM 138.675781 1657731059.5114
MEM 138.984375 1657731059.6118
MEM 139.304688 1657731059.7123
MEM 139.562500 1657731059.8128
MEM 140.003906 1657731059.9133
MEM 140.085938 1657731060.0136
MEM 141.019531 1657731060.1140
MEM 141.210938 1657731060.2145
MEM 141.210938 1657731060.3149
MEM 141.582031 1657731060.4154
MEM 142.398438 1657731060.5159
MEM 142.527344 1657731060.6164
MEM 142.531250 1657731060.7169
MEM 142.531250 1657731060.8174
MEM 142.871094 1657731060.9179
MEM 142.929688 1657731061.0184
MEM 143.230469 1657731061.1189
MEM 143.230469 1657731061.2194
MEM 143.601562 1657731061.3198
MEM 143.828125 1657731061.4202
MEM 143.855469 1657731061.5207
MEM 143.855469 1657731061.6212
MEM 144.179688 1657731061.7217
MEM 144.589844 1657731061.8221
MEM 144.726562 1657731061.9225
MEM 144.726562 1657731062.0229
MEM 144.890625 1657731062.1234
MEM 145.242188 1657731062.2238
MEM 145.429688 1657731062.3244
MEM 145.429688 1657731062.4249
MEM 145.664062 1657731062.5253
MEM 146.011719 1657731062.6256
MEM 146.160156 1657731062.7260
MEM 146.187500 1657731062.8265
MEM 146.351562 1657731062.9271
MEM 147.738281 1657731063.0276
MEM 147.738281 1657731063.1281
MEM 148.078125 1657731063.2286
MEM 148.375000 1657731063.3290
MEM 148.585938 1657731063.4295
MEM 148.585938 1657731063.5301
MEM 149.125000 1657731063.6305
MEM 149.695312 1657731063.7308
MEM 149.902344 1657731063.8313
MEM 151.156250 1657731063.9318
MEM 151.605469 1657731064.0321
MEM 152.382812 1657731064.1327
MEM 153.117188 1657731064.2332
MEM 154.234375 1657731064.3335
MEM 156.277344 1657731064.4342
MEM 157.371094 1657731064.5347
MEM 157.945312 1657731064.6352
MEM 158.554688 1657731064.7356
MEM 159.269531 1657731064.8361
MEM 159.746094 1657731064.9365
MEM 161.433594 1657731065.0368
MEM 162.390625 1657731065.1373
MEM 162.460938 1657731065.2377
MEM 162.789062 1657731065.3381
MEM 162.789062 1657731065.4385
MEM 163.257812 1657731065.5390
MEM 163.300781 1657731065.6394
MEM 164.601562 1657731065.7399
MEM 164.730469 1657731065.8405
MEM 165.339844 1657731065.9410
MEM 165.343750 1657731066.0414
MEM 165.343750 1657731066.1419
MEM 165.343750 1657731066.2425
MEM 165.343750 1657731066.3429
MEM 165.343750 1657731066.4434
MEM 165.390625 1657731066.5439
MEM 165.390625 1657731066.6444
MEM 165.390625 1657731066.7449
MEM 165.390625 1657731066.8452
MEM 165.390625 1657731066.9457
MEM 165.390625 1657731067.0460
MEM 165.390625 1657731067.1465
MEM 165.390625 1657731067.2469
MEM 165.390625 1657731067.3472
MEM 165.390625 1657731067.4477
MEM 165.390625 1657731067.5482
MEM 165.390625 1657731067.6486
MEM 165.390625 1657731067.7490
MEM 165.390625 1657731067.8495
MEM 165.390625 1657731067.9499
MEM 165.390625 1657731068.0503
MEM 165.390625 1657731068.1507
MEM 165.390625 1657731068.2512
MEM 165.390625 1657731068.3517
MEM 165.390625 1657731068.4522
MEM 165.390625 1657731068.5525
MEM 165.390625 1657731068.6529
MEM 165.390625 1657731068.7532
MEM 165.390625 1657731068.8535
MEM 165.390625 1657731068.9541
MEM 165.390625 1657731069.0546
MEM 165.390625 1657731069.1549
MEM 165.390625 1657731069.2553
MEM 165.390625 1657731069.3557
MEM 165.390625 1657731069.4560
MEM 165.390625 1657731069.5565
MEM 165.390625 1657731069.6571
MEM 165.390625 1657731069.7574
MEM 165.390625 1657731069.8577
MEM 165.390625 1657731069.9582
MEM 165.390625 1657731070.0587
MEM 165.640625 1657731070.1591
MEM 166.308594 1657731070.2596
MEM 166.843750 1657731070.3600
MEM 167.250000 1657731070.4604
MEM 167.507812 1657731070.5609
MEM 167.679688 1657731070.6616
MEM 167.769531 1657731070.7621
MEM 168.339844 1657731070.8626
MEM 168.558594 1657731070.9631
MEM 169.101562 1657731071.0635
MEM 169.183594 1657731071.1639
MEM 169.183594 1657731071.2645
MEM 170.113281 1657731071.3649
MEM 170.328125 1657731071.4654
MEM 170.859375 1657731071.5659
MEM 170.859375 1657731071.6662
MEM 170.925781 1657731071.7667
MEM 171.980469 1657731071.8672
MEM 172.753906 1657731071.9675
MEM 172.941406 1657731072.0680
MEM 173.082031 1657731072.1685
MEM 173.269531 1657731072.2689
MEM 174.171875 1657731072.3694
MEM 174.917969 1657731072.4699
MEM 175.375000 1657731072.5704
MEM 176.484375 1657731072.6709
MEM 176.753906 1657731072.7714
MEM 180.273438 1657731072.8719
MEM 180.273438 1657731072.9723
MEM 180.882812 1657731073.0726
MEM 180.992188 1657731073.1729
MEM 181.406250 1657731073.2733
MEM 181.621094 1657731073.3736
MEM 181.621094 1657731073.4741
MEM 182.230469 1657731073.5745
MEM 182.382812 1657731073.6749
MEM 182.382812 1657731073.7754
MEM 182.535156 1657731073.8761
MEM 182.785156 1657731073.9764
MEM 182.785156 1657731074.0769
MEM 182.785156 1657731074.1774
MEM 183.023438 1657731074.2778
MEM 183.023438 1657731074.3783
MEM 183.207031 1657731074.4788
MEM 183.210938 1657731074.5793
MEM 183.210938 1657731074.6796
MEM 183.554688 1657731074.7800
MEM 183.792969 1657731074.8805
MEM 183.792969 1657731074.9810
MEM 184.023438 1657731075.0816
MEM 184.082031 1657731075.1821
MEM 184.230469 1657731075.2826
MEM 184.921875 1657731075.3829
MEM 185.628906 1657731075.4832
MEM 186.414062 1657731075.5837
MEM 186.414062 1657731075.6842
MEM 186.613281 1657731075.7845
MEM 186.847656 1657731075.8848
MEM 187.859375 1657731075.9851
MEM 188.593750 1657731076.0856
MEM 188.808594 1657731076.1861
MEM 188.828125 1657731076.2866
MEM 188.914062 1657731076.3870
MEM 189.863281 1657731076.4874
MEM 191.906250 1657731076.5879
MEM 194.101562 1657731076.6884
MEM 197.792969 1657731076.7889
MEM 197.792969 1657731076.8893
MEM 200.363281 1657731076.9898
MEM 209.863281 1657731077.0903
MEM 216.046875 1657731077.1908
MEM 216.144531 1657731077.2913
MEM 221.070312 1657731077.3917
MEM 222.113281 1657731077.4922
MEM 222.378906 1657731077.5927
MEM 225.050781 1657731077.6933
MEM 225.050781 1657731077.7938
MEM 225.050781 1657731077.8943
MEM 225.050781 1657731077.9948
MEM 225.050781 1657731078.0951
MEM 225.050781 1657731078.1956
MEM 225.050781 1657731078.2961
MEM 225.050781 1657731078.3966
MEM 225.410156 1657731078.4972
MEM 225.410156 1657731078.5974
MEM 225.410156 1657731078.6979
MEM 225.882812 1657731078.7984
MEM 226.019531 1657731078.8988
MEM 226.019531 1657731078.9991
MEM 227.316406 1657731079.0996
MEM 234.281250 1657731079.2001
MEM 234.281250 1657731079.3006
MEM 234.500000 1657731079.4009
MEM 235.230469 1657731079.5014
MEM 235.484375 1657731079.6018
MEM 235.988281 1657731079.7023
MEM 236.230469 1657731079.8026
MEM 236.839844 1657731079.9031
MEM 238.242188 1657731080.0036
MEM 238.742188 1657731080.1041
MEM 238.996094 1657731080.2045
MEM 239.242188 1657731080.3050
MEM 239.746094 1657731080.4055
MEM 240.492188 1657731080.5060
MEM 240.492188 1657731080.6063
MEM 240.941406 1657731080.7066
MEM 242.148438 1657731080.8071
MEM 242.148438 1657731080.9077
MEM 242.566406 1657731081.0081
MEM 242.937500 1657731081.1084
MEM 242.937500 1657731081.2088
MEM 242.937500 1657731081.3093
MEM 243.128906 1657731081.4098
MEM 243.371094 1657731081.5102
MEM 243.789062 1657731081.6106
MEM 243.789062 1657731081.7110
MEM 244.003906 1657731081.8115
MEM 244.003906 1657731081.9119
MEM 244.003906 1657731082.0125
MEM 244.003906 1657731082.1128
MEM 244.289062 1657731082.2133
MEM 244.289062 1657731082.3139
MEM 244.289062 1657731082.4143
MEM 244.289062 1657731082.5147
MEM 244.289062 1657731082.6151
MEM 244.289062 1657731082.7156
MEM 244.289062 1657731082.8161
MEM 244.539062 1657731082.9165
MEM 244.769531 1657731083.0169
MEM 244.996094 1657731083.1174
MEM 245.242188 1657731083.2178
MEM 245.753906 1657731083.3183
MEM 246.242188 1657731083.4188
MEM 246.476562 1657731083.5193
MEM 246.476562 1657731083.6198
MEM 246.648438 1657731083.7201
MEM 254.675781 1657731083.8205
MEM 259.769531 1657731083.9208
MEM 256.601562 1657731084.0213
MEM 256.800781 1657731084.1216
MEM 257.058594 1657731084.2220
MEM 257.574219 1657731084.3226
MEM 258.089844 1657731084.4231
MEM 258.589844 1657731084.5236
MEM 258.820312 1657731084.6241
MEM 259.078125 1657731084.7245
MEM 259.335938 1657731084.8250
MEM 259.335938 1657731084.9255
MEM 259.335938 1657731085.0260
MEM 260.105469 1657731085.1263
MEM 260.359375 1657731085.2267
MEM 260.875000 1657731085.3272
MEM 261.132812 1657731085.4276
MEM 261.132812 1657731085.5279
MEM 261.390625 1657731085.6284
MEM 261.390625 1657731085.7289
MEM 262.421875 1657731085.8293
MEM 262.679688 1657731085.9296
MEM 262.937500 1657731086.0301
MEM 263.195312 1657731086.1307
MEM 263.453125 1657731086.2310
MEM 263.710938 1657731086.3315
MEM 264.226562 1657731086.4320
MEM 264.742188 1657731086.5325
MEM 264.742188 1657731086.6329
MEM 265.515625 1657731086.7334
MEM 266.285156 1657731086.8340
MEM 267.046875 1657731086.9345
MEM 267.562500 1657731087.0350
MEM 269.109375 1657731087.1354
MEM 269.621094 1657731087.2358
MEM 270.136719 1657731087.3364
MEM 271.425781 1657731087.4369
MEM 271.425781 1657731087.5373
MEM 271.425781 1657731087.6379
MEM 272.714844 1657731087.7382
MEM 272.972656 1657731087.8387
MEM 272.972656 1657731087.9391
MEM 273.996094 1657731088.0395
MEM 270.339844 1657731088.1400
MEM 270.339844 1657731088.2404
MEM 270.339844 1657731088.3410
MEM 270.339844 1657731088.4415
MEM 270.339844 1657731088.5421
MEM 270.593750 1657731088.6427
MEM 271.109375 1657731088.7431
MEM 271.109375 1657731088.8436
MEM 271.367188 1657731088.9440
MEM 271.625000 1657731089.0443
MEM 272.398438 1657731089.1447
MEM 273.171875 1657731089.2452
MEM 273.429688 1657731089.3457
MEM 273.429688 1657731089.4462
MEM 273.429688 1657731089.5467
MEM 274.203125 1657731089.6472
MEM 274.203125 1657731089.7475
MEM 274.203125 1657731089.8480
MEM 274.203125 1657731089.9485
MEM 274.460938 1657731090.0490
MEM 274.718750 1657731090.1495
MEM 274.976562 1657731090.2498
MEM 275.492188 1657731090.3503
MEM 275.492188 1657731090.4507
MEM 275.750000 1657731090.5510
MEM 276.523438 1657731090.6515
MEM 276.523438 1657731090.7521
MEM 277.296875 1657731090.8526
MEM 277.812500 1657731090.9531
MEM 278.328125 1657731091.0536
MEM 279.355469 1657731091.1541
MEM 279.871094 1657731091.2544
MEM 279.871094 1657731091.3549
MEM 280.386719 1657731091.4554
MEM 280.902344 1657731091.5558
MEM 281.160156 1657731091.6562
MEM 281.933594 1657731091.7567
MEM 282.191406 1657731091.8572
MEM 282.707031 1657731091.9576
MEM 283.222656 1657731092.0580
MEM 283.996094 1657731092.1585
MEM 286.832031 1657731092.2591
MEM 287.605469 1657731092.3594
MEM 288.121094 1657731092.4598
MEM 288.121094 1657731092.5602
MEM 288.894531 1657731092.6607
MEM 289.667969 1657731092.7610
MEM 290.183594 1657731092.8613
MEM 290.699219 1657731092.9617
MEM 291.269531 1657731093.0622
MEM 291.902344 1657731093.1627
MEM 292.226562 1657731093.2630
MEM 292.351562 1657731093.3636
MEM 292.500000 1657731093.4640
MEM 292.671875 1657731093.5645
MEM 292.703125 1657731093.6649
MEM 292.898438 1657731093.7654
MEM 293.128906 1657731093.8658
MEM 293.367188 1657731093.9662
MEM 293.792969 1657731094.0666
MEM 293.792969 1657731094.1669
MEM 293.792969 1657731094.2672
MEM 293.792969 1657731094.3677
MEM 293.792969 1657731094.4680
MEM 293.792969 1657731094.5684
MEM 294.359375 1657731094.6687
MEM 295.632812 1657731094.7690
MEM 296.316406 1657731094.8693
MEM 296.316406 1657731094.9697
MEM 296.316406 1657731095.0700
MEM 296.316406 1657731095.1703
MEM 296.316406 1657731095.2706
MEM 296.371094 1657731095.3710
MEM 297.292969 1657731095.4713
MEM 297.292969 1657731095.5717
MEM 297.292969 1657731095.6720
MEM 297.292969 1657731095.7724
MEM 297.292969 1657731095.8727
MEM 297.292969 1657731095.9730
MEM 297.292969 1657731096.0733
MEM 297.375000 1657731096.1738
MEM 297.539062 1657731096.2741
MEM 297.605469 1657731096.3744
MEM 297.953125 1657731096.4750
MEM 298.234375 1657731096.5753
MEM 298.234375 1657731096.6757
MEM 298.234375 1657731096.7760
MEM 298.234375 1657731096.8763
MEM 298.234375 1657731096.9766
MEM 298.234375 1657731097.0769
MEM 298.542969 1657731097.1774
MEM 298.714844 1657731097.2779
MEM 298.738281 1657731097.3784
MEM 298.832031 1657731097.4789
MEM 298.878906 1657731097.5794
MEM 299.261719 1657731097.6799
MEM 299.316406 1657731097.7802
MEM 300.453125 1657731097.8805
MEM 301.882812 1657731097.9808
MEM 303.101562 1657731098.0812
MEM 304.257812 1657731098.1815
MEM 304.949219 1657731098.2820
MEM 305.082031 1657731098.3824
MEM 305.289062 1657731098.4827
MEM 305.359375 1657731098.5831
MEM 305.863281 1657731098.6834
MEM 305.910156 1657731098.7839
MEM 305.957031 1657731098.8843
MEM 306.585938 1657731098.9847
MEM 306.585938 1657731099.0850
MEM 306.585938 1657731099.1853
MEM 306.585938 1657731099.2856
MEM 306.585938 1657731099.3859
MEM 306.585938 1657731099.4862
MEM 315.593750 1657731099.5868
MEM 315.648438 1657731099.6871
MEM 315.859375 1657731099.7874
MEM 316.984375 1657731099.8877
MEM 317.605469 1657731099.9882
MEM 317.750000 1657731100.0888
MEM 317.941406 1657731100.1891
MEM 319.050781 1657731100.2894
MEM 319.125000 1657731100.3899
MEM 320.148438 1657731100.4904
MEM 320.148438 1657731100.5909
MEM 321.214844 1657731100.6914
MEM 321.214844 1657731100.7919
MEM 321.214844 1657731100.8925
MEM 321.214844 1657731100.9928
MEM 321.386719 1657731101.0933
MEM 321.410156 1657731101.1936
MEM 321.410156 1657731101.2940
MEM 321.445312 1657731101.3943
MEM 323.542969 1657731101.4948
MEM 325.542969 1657731101.5952
MEM 327.542969 1657731101.6956
MEM 329.542969 1657731101.7960
MEM 329.542969 1657731101.8966
MEM 333.542969 1657731101.9971
MEM 335.542969 1657731102.0975
MEM 337.542969 1657731102.1980
MEM 339.542969 1657731102.2983
MEM 341.542969 1657731102.3988
MEM 343.542969 1657731102.4993
MEM 347.542969 1657731102.5999
MEM 349.542969 1657731102.7004
MEM 351.542969 1657731102.8008
MEM 353.542969 1657731102.9013
MEM 355.542969 1657731103.0019
MEM 357.542969 1657731103.1025
MEM 359.542969 1657731103.2028
MEM 394.191406 1657731103.3032
MEM 357.195312 1657731103.4036
MEM 363.929688 1657731103.5039
MEM 388.613281 1657731103.6045
MEM 394.113281 1657731103.7048
MEM 394.445312 1657731103.8052
MEM 394.957031 1657731103.9055
MEM 399.222656 1657731104.0058
MEM 493.843750 1657731104.1070
MEM 417.656250 1657731104.2074
MEM 440.867188 1657731104.3077
MEM 478.910156 1657731104.4081
MEM 475.316406 1657731104.5084
MEM 475.714844 1657731104.6088
MEM 475.957031 1657731104.7091
MEM 476.210938 1657731104.8094
MEM 476.210938 1657731104.9098
MEM 476.210938 1657731105.0101
MEM 476.429688 1657731105.1104
MEM 476.429688 1657731105.2108
MEM 476.429688 1657731105.3111
MEM 476.429688 1657731105.4115
MEM 476.429688 1657731105.5119
MEM 476.429688 1657731105.6123
MEM 476.679688 1657731105.7126
MEM 476.679688 1657731105.8129
MEM 476.679688 1657731105.9133
MEM 476.679688 1657731106.0136
MEM 476.679688 1657731106.1140
MEM 476.937500 1657731106.2143
MEM 476.937500 1657731106.3147
MEM 476.937500 1657731106.4150
MEM 476.937500 1657731106.5161
MEM 477.195312 1657731106.6165
MEM 477.195312 1657731106.7168
MEM 477.195312 1657731106.8172
MEM 477.195312 1657731106.9175
MEM 477.453125 1657731107.0179
MEM 477.453125 1657731107.1182
MEM 477.453125 1657731107.2186
MEM 477.710938 1657731107.3190
MEM 477.710938 1657731107.4193
MEM 477.710938 1657731107.5197
MEM 477.960938 1657731107.6200
MEM 477.960938 1657731107.7204
MEM 478.140625 1657731107.8207
MEM 478.140625 1657731107.9211
MEM 478.140625 1657731108.0215
MEM 478.371094 1657731108.1219
MEM 478.371094 1657731108.2222
MEM 478.371094 1657731108.3226
MEM 478.578125 1657731108.4229
MEM 478.578125 1657731108.5232
MEM 478.578125 1657731108.6236
MEM 478.796875 1657731108.7239
MEM 478.796875 1657731108.8243
MEM 478.796875 1657731108.9246
MEM 478.796875 1657731109.0249
MEM 479.023438 1657731109.1252
MEM 479.023438 1657731109.2256
MEM 479.023438 1657731109.3259
MEM 479.281250 1657731109.4265
MEM 479.281250 1657731109.5268
MEM 479.281250 1657731109.6271
MEM 479.281250 1657731109.7275
MEM 479.539062 1657731109.8278
MEM 479.539062 1657731109.9281
MEM 479.539062 1657731110.0284
MEM 479.796875 1657731110.1288
MEM 479.796875 1657731110.2291
MEM 479.796875 1657731110.3295
MEM 479.796875 1657731110.4299
MEM 480.054688 1657731110.5302
MEM 480.054688 1657731110.6306
MEM 480.054688 1657731110.7309
MEM 480.312500 1657731110.8312
MEM 480.312500 1657731110.9315
MEM 480.312500 1657731111.0319
MEM 480.570312 1657731111.1322
MEM 480.570312 1657731111.2326
MEM 480.570312 1657731111.3329
MEM 480.570312 1657731111.4332
MEM 480.828125 1657731111.5336
MEM 480.828125 1657731111.6339
MEM 480.828125 1657731111.7342
MEM 481.078125 1657731111.8345
MEM 481.078125 1657731111.9349
MEM 481.078125 1657731112.0353
MEM 481.078125 1657731112.1356
MEM 481.335938 1657731112.2359
MEM 481.335938 1657731112.3363
MEM 481.335938 1657731112.4366
MEM 481.335938 1657731112.5370
MEM 481.593750 1657731112.6374
MEM 481.593750 1657731112.7378
MEM 481.718750 1657731112.8381
MEM 481.718750 1657731112.9385
MEM 481.816406 1657731113.0388
MEM 481.816406 1657731113.1392
MEM 481.816406 1657731113.2395
MEM 481.816406 1657731113.3398
MEM 481.816406 1657731113.4402
MEM 481.816406 1657731113.5406
MEM 482.074219 1657731113.6410
MEM 482.074219 1657731113.7413
MEM 482.074219 1657731113.8417
MEM 482.074219 1657731113.9420
MEM 482.074219 1657731114.0424
MEM 482.332031 1657731114.1427
MEM 482.332031 1657731114.2430
MEM 482.332031 1657731114.3435
MEM 482.332031 1657731114.4438
MEM 482.332031 1657731114.5442
MEM 482.332031 1657731114.6445
MEM 482.589844 1657731114.7448
MEM 482.589844 1657731114.8451
MEM 482.589844 1657731114.9455
MEM 482.589844 1657731115.0458
MEM 482.589844 1657731115.1461
MEM 482.589844 1657731115.2465
MEM 482.847656 1657731115.3468
MEM 482.847656 1657731115.4472
MEM 482.847656 1657731115.5475
MEM 482.847656 1657731115.6478
MEM 482.847656 1657731115.7482
MEM 482.847656 1657731115.8485
MEM 483.105469 1657731115.9489
MEM 483.105469 1657731116.0496
MEM 483.105469 1657731116.1501
MEM 483.105469 1657731116.2504
MEM 483.105469 1657731116.3508
MEM 483.105469 1657731116.4511
MEM 483.359375 1657731116.5514
MEM 483.359375 1657731116.6518
MEM 483.359375 1657731116.7521
MEM 483.359375 1657731116.8525
MEM 483.359375 1657731116.9528
MEM 483.359375 1657731117.0532
MEM 483.359375 1657731117.1535
MEM 483.617188 1657731117.2539
MEM 483.617188 1657731117.3542
MEM 483.617188 1657731117.4546
MEM 483.617188 1657731117.5550
MEM 483.617188 1657731117.6553
MEM 483.617188 1657731117.7556
MEM 483.875000 1657731117.8559
MEM 483.875000 1657731117.9563
MEM 483.875000 1657731118.0566
MEM 483.875000 1657731118.1569
MEM 483.875000 1657731118.2573
MEM 483.875000 1657731118.3576
MEM 484.132812 1657731118.4580
MEM 484.132812 1657731118.5583
MEM 484.132812 1657731118.6586
MEM 484.132812 1657731118.7590
MEM 484.132812 1657731118.8593
MEM 484.132812 1657731118.9596
MEM 484.386719 1657731119.0600
MEM 484.386719 1657731119.1604
MEM 484.386719 1657731119.2607
MEM 484.386719 1657731119.3611
MEM 484.386719 1657731119.4615
MEM 484.386719 1657731119.5618
MEM 484.644531 1657731119.6622
