CMDLINE /home/blueman69/anaconda3/envs/dataSc/bin/python3.7 main.py
MEM 2963.156250 1658235900.5485
MEM 2963.156250 1658235900.6521
MEM 2963.156250 1658235900.7532
MEM 2963.156250 1658235900.8545
MEM 2963.156250 1658235900.9602
MEM 2963.156250 1658235901.0612
MEM 2963.156250 1658235901.1641
MEM 2963.156250 1658235901.2654
MEM 2963.156250 1658235901.3668
MEM 1246.652344 1658235901.4675
MEM 1552.414062 1658235901.5684
MEM 1554.054688 1658235901.6694
MEM 2121.996094 1658235901.7704
MEM 2108.996094 1658235901.8711
MEM 2141.718750 1658235901.9720
MEM 2991.980469 1658235902.0729
MEM 3821.578125 1658235902.1736
MEM 3821.578125 1658235902.2743
MEM 3821.578125 1658235902.3749
MEM 3821.578125 1658235902.4758
MEM 3821.578125 1658235902.5764
MEM 3821.578125 1658235902.6770
MEM 1764.054688 1658235902.7777
MEM 817.546875 1658235902.8783
MEM 817.546875 1658235902.9790
MEM 817.996094 1658235903.0797
MEM 819.527344 1658235903.1803
MEM 830.535156 1658235903.2810
MEM 830.746094 1658235903.3816
MEM 830.933594 1658235903.4823
MEM 831.238281 1658235903.5829
MEM 831.480469 1658235903.6836
MEM 833.542969 1658235903.7843
MEM 833.710938 1658235903.8849
MEM 833.960938 1658235903.9856
MEM 834.210938 1658235904.0862
MEM 834.710938 1658235904.1869
MEM 834.882812 1658235904.2875
MEM 835.066406 1658235904.3882
MEM 835.460938 1658235904.4888
MEM 835.710938 1658235904.5895
MEM 835.710938 1658235904.6901
MEM 835.960938 1658235904.7907
MEM 844.257812 1658235904.8912
MEM 844.421875 1658235904.9918
MEM 844.789062 1658235905.0925
MEM 844.859375 1658235905.1931
MEM 847.503906 1658235905.2938
MEM 863.488281 1658235905.3944
MEM 863.488281 1658235905.4951
MEM 863.488281 1658235905.5957
MEM 1129.546875 1658235905.6964
MEM 1721.738281 1658235905.7972
MEM 1721.738281 1658235905.8979
MEM 1721.738281 1658235905.9987
MEM 1721.738281 1658235906.0993
MEM 2790.281250 1658235906.2040
MEM 3592.335938 1658235906.3050
MEM 3867.164062 1658235906.4063
MEM 3867.164062 1658235906.5108
MEM 3867.164062 1658235906.6117
MEM 3867.164062 1658235906.7129
MEM 3867.164062 1658235906.8142
MEM 3867.164062 1658235906.9154
MEM 3867.164062 1658235907.0202
MEM 3867.164062 1658235907.1220
MEM 3867.164062 1658235907.2233
MEM 2214.964844 1658235907.3243
MEM 2150.644531 1658235907.4250
MEM 2687.140625 1658235907.5257
MEM 3387.617188 1658235907.6268
MEM 3233.929688 1658235907.7276
MEM 3009.386719 1658235907.8282
MEM 3009.386719 1658235907.9288
MEM 3009.386719 1658235908.0294
MEM 2143.933594 1658235908.1301
MEM 863.621094 1658235908.2308
MEM 863.621094 1658235908.3314
MEM 863.621094 1658235908.4321
MEM 978.703125 1658235908.5328
MEM 980.593750 1658235908.6335
MEM 980.593750 1658235908.7341
MEM 980.933594 1658235908.8347
MEM 994.113281 1658235908.9353
MEM 998.343750 1658235909.0391
MEM 1010.718750 1658235909.1431
MEM 1022.835938 1658235909.2454
MEM 1034.953125 1658235909.3471
MEM 1047.328125 1658235909.4511
MEM 1059.703125 1658235909.5551
MEM 1072.593750 1658235909.6631
MEM 1084.710938 1658235909.7671
MEM 1096.570312 1658235909.8711
MEM 1108.171875 1658235909.9717
MEM 1109.757812 1658235910.0724
MEM 995.351562 1658235910.1731
MEM 995.445312 1658235910.2737
MEM 1000.070312 1658235910.3743
MEM 1033.585938 1658235910.4750
MEM 1084.632812 1658235910.5756
MEM 1135.421875 1658235910.6763
MEM 1186.468750 1658235910.7769
MEM 1237.257812 1658235910.8776
MEM 1288.304688 1658235910.9782
MEM 1339.093750 1658235911.0789
MEM 1389.882812 1658235911.1795
MEM 1440.929688 1658235911.2802
MEM 1491.718750 1658235911.3808
MEM 1542.507812 1658235911.4815
MEM 1593.296875 1658235911.5822
MEM 1644.343750 1658235911.6828
MEM 1694.875000 1658235911.7832
MEM 1745.921875 1658235911.8838
MEM 1796.710938 1658235911.9844
MEM 1847.757812 1658235912.0851
MEM 1898.546875 1658235912.1857
MEM 1949.335938 1658235912.2864
MEM 2000.382812 1658235912.3871
MEM 2051.429688 1658235912.4877
MEM 2102.218750 1658235912.5884
MEM 2153.265625 1658235912.6890
MEM 2204.054688 1658235912.7897
MEM 2255.101562 1658235912.8903
MEM 2305.890625 1658235912.9910
MEM 2356.937500 1658235913.0916
MEM 2407.726562 1658235913.1923
MEM 2458.773438 1658235913.2930
MEM 2509.820312 1658235913.3936
MEM 2560.609375 1658235913.4944
MEM 2611.656250 1658235913.5950
MEM 2662.445312 1658235913.6956
MEM 2713.234375 1658235913.7962
MEM 2764.023438 1658235913.8969
MEM 2815.070312 1658235913.9975
MEM 2865.859375 1658235914.0981
MEM 2916.906250 1658235914.1987
MEM 2967.695312 1658235914.2993
MEM 3018.742188 1658235914.3999
MEM 3069.531250 1658235914.5006
MEM 3120.578125 1658235914.6012
MEM 3171.109375 1658235914.7018
MEM 3220.351562 1658235914.8024
MEM 3269.593750 1658235914.9031
MEM 3320.640625 1658235915.0038
MEM 3371.687500 1658235915.1044
MEM 3422.992188 1658235915.2051
MEM 3474.039062 1658235915.3057
MEM 3525.085938 1658235915.4064
MEM 3576.132812 1658235915.5071
MEM 3627.179688 1658235915.6077
MEM 3678.484375 1658235915.7083
MEM 3729.531250 1658235915.8090
MEM 3780.578125 1658235915.9096
MEM 3831.367188 1658235916.0102
MEM 3882.414062 1658235916.1108
MEM 3933.460938 1658235916.2114
MEM 3984.507812 1658235916.3120
MEM 4035.554688 1658235916.4126
MEM 4086.343750 1658235916.5133
MEM 4137.390625 1658235916.6139
MEM 4188.437500 1658235916.7145
MEM 4239.226562 1658235916.8151
MEM 4290.273438 1658235916.9157
MEM 4341.320312 1658235917.0163
MEM 4392.367188 1658235917.1169
MEM 4443.414062 1658235917.2175
MEM 4494.203125 1658235917.3181
MEM 4544.992188 1658235917.4187
MEM 4596.039062 1658235917.5193
MEM 4646.828125 1658235917.6199
MEM 4697.875000 1658235917.7205
MEM 4748.921875 1658235917.8212
MEM 4799.968750 1658235917.9218
MEM 4851.015625 1658235918.0226
MEM 4902.062500 1658235918.1233
MEM 4953.109375 1658235918.2239
MEM 5003.382812 1658235918.3246
MEM 5052.882812 1658235918.4252
MEM 5103.671875 1658235918.5259
MEM 5153.687500 1658235918.6266
MEM 5203.445312 1658235918.7272
MEM 5254.492188 1658235918.8279
MEM 5305.539062 1658235918.9285
MEM 5356.585938 1658235919.0292
MEM 5407.375000 1658235919.1298
MEM 5457.906250 1658235919.2305
MEM 5506.890625 1658235919.3308
MEM 5556.390625 1658235919.4314
MEM 5605.632812 1658235919.5321
MEM 5654.875000 1658235919.6327
MEM 5704.375000 1658235919.7334
MEM 5753.875000 1658235919.8341
MEM 5803.375000 1658235919.9347
MEM 5854.421875 1658235920.0354
MEM 5905.210938 1658235920.1360
MEM 5956.000000 1658235920.2367
MEM 6006.789062 1658235920.3373
MEM 6057.835938 1658235920.4380
MEM 6107.851562 1658235920.5387
MEM 6157.093750 1658235920.6394
MEM 6206.593750 1658235920.7400
MEM 6256.351562 1658235920.8406
MEM 6305.851562 1658235920.9413
MEM 6356.640625 1658235921.0420
MEM 6407.429688 1658235921.1426
MEM 6458.218750 1658235921.2433
MEM 6509.007812 1658235921.3439
MEM 6559.796875 1658235921.4446
MEM 6610.070312 1658235921.5452
MEM 6660.859375 1658235921.6459
MEM 6711.906250 1658235921.7466
MEM 6762.695312 1658235921.8472
MEM 6813.484375 1658235921.9478
MEM 6864.273438 1658235922.0485
MEM 6914.031250 1658235922.1492
MEM 6963.531250 1658235922.2498
MEM 7013.031250 1658235922.3504
MEM 7062.273438 1658235922.4511
MEM 7111.515625 1658235922.5517
MEM 7160.757812 1658235922.6525
MEM 7210.000000 1658235922.7531
MEM 7259.242188 1658235922.8537
MEM 7308.484375 1658235922.9544
MEM 7357.726562 1658235923.0551
MEM 7406.710938 1658235923.1557
MEM 7455.437500 1658235923.2565
MEM 7504.421875 1658235923.3571
MEM 7553.148438 1658235923.4578
MEM 7601.875000 1658235923.5584
MEM 7650.859375 1658235923.6591
MEM 7699.585938 1658235923.7598
MEM 7748.312500 1658235923.8604
MEM 7797.296875 1658235923.9611
MEM 7846.023438 1658235924.0618
MEM 7894.750000 1658235924.1624
MEM 7943.734375 1658235924.2631
MEM 7992.718750 1658235924.3637
MEM 8041.445312 1658235924.4644
MEM 8090.429688 1658235924.5651
MEM 8139.156250 1658235924.6657
MEM 8188.140625 1658235924.7664
MEM 8236.867188 1658235924.8670
MEM 8285.851562 1658235924.9677
MEM 8334.578125 1658235925.0683
MEM 8383.562500 1658235925.1690
MEM 8432.546875 1658235925.2696
MEM 8481.273438 1658235925.3703
MEM 8530.257812 1658235925.4712
MEM 8579.242188 1658235925.5718
MEM 8627.968750 1658235925.6725
MEM 8676.953125 1658235925.7731
MEM 8725.679688 1658235925.8738
MEM 8774.664062 1658235925.9744
MEM 8823.390625 1658235926.0751
MEM 8872.375000 1658235926.1758
MEM 8921.617188 1658235926.2764
MEM 8972.148438 1658235926.3771
MEM 9022.421875 1658235926.4777
MEM 9072.695312 1658235926.5784
MEM 9123.226562 1658235926.6791
MEM 9173.500000 1658235926.7797
MEM 9224.031250 1658235926.8804
MEM 9274.304688 1658235926.9810
MEM 9324.835938 1658235927.0817
MEM 9375.367188 1658235927.1824
MEM 9425.640625 1658235927.2830
MEM 9475.140625 1658235927.3837
MEM 9523.867188 1658235927.4843
MEM 9572.593750 1658235927.5850
MEM 9621.578125 1658235927.6857
MEM 9670.304688 1658235927.7863
MEM 9719.031250 1658235927.8870
MEM 9767.757812 1658235927.9876
MEM 9816.484375 1658235928.0883
MEM 9865.468750 1658235928.1890
MEM 9914.195312 1658235928.2896
MEM 9962.921875 1658235928.3903
MEM 10011.648438 1658235928.4909
MEM 10060.632812 1658235928.5916
MEM 10109.359375 1658235928.6922
MEM 10158.085938 1658235928.7929
MEM 10206.812500 1658235928.8936
MEM 10255.796875 1658235928.9942
MEM 10304.523438 1658235929.0949
MEM 10353.250000 1658235929.1955
MEM 10401.976562 1658235929.2962
MEM 10450.703125 1658235929.3969
MEM 10499.687500 1658235929.4975
MEM 10548.414062 1658235929.5982
MEM 10597.398438 1658235929.6988
MEM 10646.382812 1658235929.7995
MEM 10695.109375 1658235929.9001
MEM 10743.835938 1658235930.0008
MEM 10792.562500 1658235930.1016
MEM 10841.031250 1658235930.2024
MEM 10891.046875 1658235930.3031
MEM 10941.835938 1658235930.4037
MEM 10990.820312 1658235930.5044
MEM 11039.289062 1658235930.6053
MEM 11087.757812 1658235930.7060
MEM 11136.226562 1658235930.8068
MEM 11184.695312 1658235930.9076
MEM 11233.164062 1658235931.0083
MEM 11281.375000 1658235931.1092
MEM 11329.843750 1658235931.2101
MEM 11378.312500 1658235931.3110
MEM 11427.812500 1658235931.4118
MEM 11475.250000 1658235931.5125
MEM 11522.171875 1658235931.6132
MEM 11567.031250 1658235931.7139
MEM 11612.148438 1658235931.8146
MEM 11661.328125 1658235931.9153
MEM 11709.980469 1658235932.0160
MEM 11758.449219 1658235932.1167
MEM 11806.007812 1658235932.2175
MEM 11852.664062 1658235932.3182
MEM 11892.582031 1658235932.4189
MEM 11933.679688 1658235932.5196
MEM 11978.023438 1658235932.6203
MEM 12012.906250 1658235932.7208
MEM 12053.679688 1658235932.8216
MEM 12090.644531 1658235932.9223
MEM 12138.429688 1658235933.0230
MEM 12186.363281 1658235933.1237
MEM 12234.031250 1658235933.2245
MEM 12287.074219 1658235933.3546
MEM 12329.679688 1658235933.4553
MEM 12362.753906 1658235933.5560
MEM 12382.203125 1658235933.6567
MEM 12409.335938 1658235933.7574
MEM 12443.484375 1658235933.8581
MEM 12462.613281 1658235933.9589
MEM 12473.464844 1658235934.0592
MEM 12496.808594 1658235934.1600
MEM 12500.449219 1658235934.2607
MEM 12508.824219 1658235934.3614
MEM 12509.617188 1658235934.4620
MEM 12511.398438 1658235934.5627
MEM 12516.839844 1658235934.6633
MEM 12542.089844 1658235934.7640
MEM 12543.687500 1658235934.8647
MEM 12557.996094 1658235934.9654
MEM 12574.113281 1658235935.0661
MEM 12576.667969 1658235935.1669
MEM 12585.261719 1658235935.2672
MEM 12587.519531 1658235935.3679
MEM 12590.527344 1658235935.4686
MEM 12590.480469 1658235935.5692
MEM 12600.574219 1658235935.6699
MEM 12605.656250 1658235935.7706
MEM 12609.988281 1658235935.8712
MEM 12615.753906 1658235935.9718
MEM 12624.441406 1658235936.0726
MEM 12636.843750 1658235936.1733
MEM 12647.867188 1658235936.2740
MEM 12653.929688 1658235936.3746
MEM 12660.343750 1658235936.4753
MEM 12662.921875 1658235936.5759
MEM 12662.921875 1658235936.6767
MEM 12666.015625 1658235936.7773
MEM 12673.988281 1658235936.8780
MEM 12676.566406 1658235936.9787
MEM 12682.914062 1658235937.0792
MEM 12697.851562 1658235937.1800
MEM 12700.937500 1658235937.2807
MEM 12724.621094 1658235937.4325
MEM 12740.855469 1658235937.5333
MEM 12749.085938 1658235937.6340
MEM 12749.085938 1658235937.7347
MEM 12749.085938 1658235937.8353
MEM 12770.449219 1658235937.9361
MEM 12781.257812 1658235938.0369
MEM 12790.277344 1658235938.1376
MEM 12799.550781 1658235938.2384
MEM 12817.851562 1658235938.3391
MEM 12824.812500 1658235938.4399
MEM 12866.023438 1658235938.8974
MEM 12871.437500 1658235938.9981
MEM 12873.996094 1658235939.0988
MEM 12880.437500 1658235939.1994
MEM 12887.656250 1658235939.3001
MEM 12887.656250 1658235939.4007
MEM 12887.656250 1658235939.5013
MEM 12887.656250 1658235939.6020
MEM 12894.093750 1658235939.7027
MEM 12913.941406 1658235939.8033
MEM 12919.097656 1658235939.9040
MEM 12922.449219 1658235940.0047
MEM 12923.480469 1658235940.1054
MEM 12938.929688 1658235940.2062
MEM 12948.726562 1658235940.3069
MEM 12955.171875 1658235940.4072
MEM 12959.519531 1658235940.5080
MEM 12964.160156 1658235940.6086
MEM 12966.480469 1658235940.7093
MEM 12968.027344 1658235940.8099
MEM 12969.832031 1658235940.9106
MEM 12971.636719 1658235941.0111
MEM 12974.730469 1658235941.1118
MEM 12979.371094 1658235941.2126
MEM 13000.253906 1658235941.3133
MEM 13029.128906 1658235941.4141
MEM 13030.394531 1658235941.5149
MEM 13033.429688 1658235941.6156
MEM 13033.429688 1658235941.7162
MEM 13033.429688 1658235941.8168
MEM 13033.429688 1658235941.9175
MEM 13002.519531 1658235942.0183
MEM 12982.683594 1658235942.1190
MEM 12966.441406 1658235942.2196
MEM 12969.257812 1658235942.3203
MEM 12958.640625 1658235942.4209
MEM 12950.738281 1658235942.5216
MEM 12943.734375 1658235942.6222
MEM 12943.945312 1658235942.7229
MEM 12627.597656 1658235942.8232
MEM 12613.832031 1658235942.9239
MEM 12611.839844 1658235943.0247
MEM 12610.246094 1658235943.1254
MEM 12602.074219 1658235943.2262
MEM 12600.695312 1658235943.3269
MEM 12594.109375 1658235943.4272
MEM 12594.101562 1658235943.5279
MEM 12594.097656 1658235943.6286
MEM 12594.093750 1658235943.7292
MEM 12594.093750 1658235943.8299
MEM 12594.312500 1658235943.9305
MEM 12644.667969 1658235944.6428
MEM 12631.082031 1658235944.7435
MEM 12630.179688 1658235944.8442
MEM 12628.507812 1658235944.9448
MEM 12628.507812 1658235945.0455
MEM 12607.640625 1658235945.1463
MEM 12602.585938 1658235945.2470
MEM 12591.890625 1658235945.3478
MEM 12593.433594 1658235945.4485
MEM 12578.652344 1658235945.5492
MEM 12567.132812 1658235945.6499
MEM 12557.757812 1658235945.7505
MEM 12547.562500 1658235945.8512
MEM 12538.773438 1658235945.9519
MEM 12526.640625 1658235946.0525
MEM 12517.332031 1658235946.1532
MEM 12504.601562 1658235946.2538
MEM 12488.960938 1658235946.3545
MEM 12486.792969 1658235946.4551
MEM 12470.843750 1658235946.5558
MEM 12473.792969 1658235946.6565
MEM 12476.113281 1658235946.7571
MEM 12475.601562 1658235946.8578
MEM 12463.468750 1658235946.9584
MEM 12459.097656 1658235947.0592
MEM 12450.027344 1658235947.1600
MEM 12427.222656 1658235947.2607
MEM 12419.132812 1658235947.3614
MEM 12400.058594 1658235947.4621
MEM 12376.554688 1658235947.5628
MEM 12352.292969 1658235947.6632
MEM 12336.867188 1658235947.7640
MEM 12328.097656 1658235947.8647
MEM 12311.070312 1658235947.9654
MEM 12305.566406 1658235948.0661
MEM 12298.613281 1658235948.1667
MEM 12292.742188 1658235948.2671
MEM 12275.449219 1658235948.3679
MEM 12267.867188 1658235948.4686
MEM 12248.375000 1658235948.5693
MEM 12237.605469 1658235948.6700
MEM 12231.921875 1658235948.7706
MEM 12226.136719 1658235948.8713
MEM 12231.320312 1658235948.9719
MEM 12225.281250 1658235949.0726
MEM 12208.078125 1658235949.1733
MEM 12199.785156 1658235949.2739
MEM 12191.675781 1658235949.3747
MEM 12179.199219 1658235949.4752
MEM 12155.589844 1658235949.5760
MEM 12136.781250 1658235949.6767
MEM 12132.750000 1658235949.7773
MEM 12118.097656 1658235949.8780
MEM 12112.812500 1658235949.9786
MEM 12112.812500 1658235950.0791
MEM 12111.351562 1658235950.1798
MEM 12088.437500 1658235950.2805
MEM 12074.238281 1658235950.3812
MEM 12070.078125 1658235950.4819
MEM 12076.105469 1658235950.5826
MEM 12076.273438 1658235950.6832
MEM 12052.945312 1658235950.7840
MEM 12043.179688 1658235950.8847
MEM 12026.820312 1658235950.9854
MEM 12015.394531 1658235951.0861
MEM 12001.425781 1658235951.1868
MEM 11984.277344 1658235951.2872
MEM 11980.070312 1658235951.3878
MEM 11969.710938 1658235951.4885
MEM 11954.492188 1658235951.5892
MEM 11949.019531 1658235951.6899
MEM 11948.878906 1658235951.7906
MEM 11947.703125 1658235951.8913
MEM 11940.039062 1658235951.9919
MEM 11921.585938 1658235952.0926
MEM 11912.117188 1658235952.1933
MEM 11905.582031 1658235952.2939
MEM 11894.449219 1658235952.3946
MEM 11879.609375 1658235952.4952
MEM 11866.386719 1658235952.5960
MEM 11849.582031 1658235952.6967
MEM 11843.691406 1658235952.7973
MEM 11842.457031 1658235952.8980
MEM 11837.203125 1658235952.9986
MEM 11823.476562 1658235953.0992
MEM 11823.750000 1658235953.2000
MEM 11817.488281 1658235953.3007
MEM 11810.558594 1658235953.4013
MEM 11800.515625 1658235953.5020
MEM 11792.074219 1658235953.6027
MEM 11781.734375 1658235953.7034
MEM 11746.316406 1658235953.8041
MEM 11725.343750 1658235953.9048
MEM 11699.660156 1658235954.0055
MEM 11680.894531 1658235954.1062
MEM 11680.089844 1658235954.2064
MEM 11676.597656 1658235954.3072
MEM 11673.265625 1658235954.4079
MEM 11668.085938 1658235954.5086
MEM 11634.542969 1658235954.6090
MEM 11620.832031 1658235954.7097
MEM 11595.917969 1658235954.8104
MEM 11575.988281 1658235954.9439
MEM 11568.105469 1658235955.0446
MEM 11554.785156 1658235955.1452
MEM 11540.500000 1658235955.2459
MEM 11516.675781 1658235955.3466
MEM 11498.363281 1658235955.4473
MEM 11469.492188 1658235955.5481
MEM 11439.562500 1658235955.6488
MEM 11432.957031 1658235955.7496
MEM 11401.796875 1658235955.8503
MEM 11395.089844 1658235955.9509
MEM 11390.894531 1658235956.0517
MEM 11387.429688 1658235956.1524
MEM 11373.203125 1658235956.2531
MEM 11359.421875 1658235956.3538
MEM 11340.464844 1658235956.4545
MEM 11337.023438 1658235956.5551
MEM 11327.320312 1658235956.6559
MEM 11314.218750 1658235956.7566
MEM 11305.738281 1658235956.8573
MEM 11292.089844 1658235956.9580
MEM 11284.144531 1658235957.0587
MEM 11259.585938 1658235957.1594
MEM 11264.734375 1658235957.2602
MEM 11256.136719 1658235957.3609
MEM 11301.855469 1658235958.7930
MEM 11301.855469 1658235959.7112
MEM 11302.386719 1658235960.8057
MEM 11302.554688 1658235961.2734
MEM 11303.093750 1658235961.7334
MEM 11301.839844 1658235962.0472
MEM 11301.976562 1658235962.3975
MEM 11301.996094 1658235962.6325
MEM 11302.628906 1658235962.9574
MEM 11301.824219 1658235963.8411
MEM 11302.402344 1658235964.2913
MEM 11302.570312 1658235964.7308
MEM 11303.933594 1658235965.1743
MEM 11301.988281 1658235965.3312
MEM 11301.953125 1658235965.4933
MEM 11303.265625 1658235965.6667
MEM 11303.960938 1658235965.8361
MEM 11302.250000 1658235965.9975
MEM 11301.394531 1658235966.1317
MEM 11322.531250 1658235966.3006
MEM 11320.988281 1658235966.4327
MEM 11322.394531 1658235966.6105
MEM 11322.992188 1658235966.7711
MEM 11322.042969 1658235966.9637
MEM 11320.988281 1658235967.1383
MEM 11322.492188 1658235967.3626
MEM 11321.980469 1658235967.5242
MEM 11321.824219 1658235967.6845
MEM 11322.207031 1658235967.8846
MEM 11322.078125 1658235968.0392
MEM 11322.691406 1658235968.1900
MEM 11322.921875 1658235968.3226
MEM 11323.105469 1658235968.4785
MEM 11322.214844 1658235968.6440
MEM 11323.054688 1658235968.7674
MEM 11322.718750 1658235968.9102
MEM 0.000000 1658235969.0233
MEM 0.000000 1658235969.1239
MEM 0.000000 1658235969.2246
MEM 0.000000 1658235969.3253
MEM 0.000000 1658235969.4259
MEM 0.000000 1658235969.5266
